user_name,product_id,category, actual_price ,rating_count
"Samadhan patil,ARUN,govind,kishor Wankhade,Rawal Singh Bhati,Naryain,Renuka,Shim",B07VVXJ2P5,"Electronics|HomeTheater,TV&Video|Accessories|TVMounts,Stands&Turntables|TVWall&CeilingMounts", ₹399 ,"1,796"
"UtdBuzz,Mukund Nagvenkar,S.R K.,Pruthvi Raj Goud",B0BC8BQ432,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions"," ₹85,000 ","3,587"
"Arun Rajappa,Ashish Singh,Venky Iyer,Tushar Goel,Uday Vasant Gosavi,Venkatasubramanya Narayana,Samuel Abhishek,Dr M.",B06XFTHCNY,"Electronics|HomeTheater,TV&Video|Accessories|Cables|RCACables", ₹758 ,"4,296"
"Soumya R.,sivaramakrishnan c,shradha nair,Mohammed Rameezuddin,AR,Vivek,Riyas R.,Amazon Customer",B08CT62BM1,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables, ₹999 ,"2,651"
"Omkar dhale,JD,HEMALATHA,Ajwadh a.,amar singh chouhan,Ravi Siddan,Himanshu Goel,Udaykumar",B07CRL2GY6,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables, ₹799 ,"94,363"
"DINESHWAR,rubhaganth,Gurinder Singh,Nathan,Clyde,shadkhans,K.S.Tanwar,Manish Malhotra",B07DWFX9YS,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables," ₹1,999 ","34,540"
"Vikas,Salil P.,PESI MEHTA,Dr.Sukhdev G. Punjabi,Satish Pasupuleti,Dr. N.,harry duggal,Nilesh",B01D5H90L4,"Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables", ₹700 ,"8,714"
"Sunil Funde,Biju Abraham Thomas,Samir,Rahul Sharma,Avninder Singh,Tribhuvan more,N Patel,Bhavy kachhadiya",B07F1P8KNV,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables," ₹1,099 ","10,576"
"VM,Dilip,The Mango Couple,Jogendra,Shashi Kumar,Ryan,Kannan,Santhosh",B084N1BM9L,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables," ₹1,999 ","7,318"
"Jarlina Nath,Sona,Ranjit Harchekar,Myneni Suneeta,prithvi,Srinivas,upender,Ishita Bhadana",B09F6D21BY,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls"," ₹1,999 ",103
"Sayan Dutta,Harish,Saurabh Majumdar,Ajay Kumar Gupta",B09LQQYNZQ,Electronics|HomeAudio|MediaStreamingDevices|StreamingClients," ₹4,699 ",224
"Ayush,ROHIT A.,Kedar,Haran,Santosh Ghante,KRISHNENDU,Harindra,sangamesh",B0BC9BW512,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions"," ₹24,990 ","4,702"
"Amit Singh,mahaboob basha,ponnada suresh,Naveen Ahamed,Pritam,Gurvarinder Gilhotra,Sibani sahu,Raviteja bachu",B0B61HYR92,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables, ₹999 ,85
"SUSHANT,SANJEEV,R. chatterjee,P.Krishna,Avi Rawal,Ashok S,Gagan Mahajan,Madan lal Mahto",B075ZTJ9XR,"Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables", ₹650 ,"35,877"
"meen rajan.,AV,Sreejith,SANDESH P TYAGI,cranky,Yash,Amogh h,contactarvi",B0978V2CP6,"Electronics|HomeTheater,TV&Video|AVReceivers&Amplifiers"," ₹3,100 ",897
"Ajay Singh,sanahanrajkumar,Andy,Perfect Communication,Badru sarkar,ajoy,Ramesh,Abhishek Lad",B09LRZYBH1,Electronics|HomeAudio|Speakers|TowerSpeakers," ₹3,999 ",282
"Moon Tej,Aditya sikarwar,P kanaka raju,Ajay,Pramod K.,Lalpi Sektak,RAM JI GUPTA,Siva",B0B997FBZT,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions"," ₹49,990 ","1,611"
"Rohit Bhatnagar,GLEN ROHAN,Arun B,Shankar Subbaraman,MD O.,GT,srbhkr,Prakash",B098LCVYPW,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls", ₹999 ,513
"Kiran Kolla,Vishal gupta,Pranav,JS,Palak dadhich,8360101472,Pravin,Rahul M.",B09HV71RL1,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables," ₹1,499 ","1,045"
"Ahmad,punnoose wilson,Manoj Kumar,Somujit biswas,Manpreet Singh,Placeholder,Manoj,Neha khan",B08PZ6HZLT,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions"," ₹18,999 ","6,347"
"Praburaj,Dipen Giri,Santhosh Badhavath,Amit Kumar,Parveen,Monu antil,Vishal,Harshal Gosavi",B075TJHWVC,"Electronics|HomeTheater,TV&Video|SatelliteEquipment|SatelliteReceivers"," ₹2,299 ","3,300"
"Amazon Customer,Amazon Customer,Akul,Akash Yadav,ambika",B09LV13JFB,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls", ₹999 ,23
"Binu,Sabjan,Ramkapil,User,Amazon Customer,ganesh,basavaraj huggi,Mangesh Borkar",B092BL5DCX,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions"," ₹69,900 ","7,109"
"Sachin Dsouza,Ashrith S,Sheetal Prasad,Vibhu,Bobby,Taj Mohammad,Sm,Mayank  Arora",B09VH568H7,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables, ₹299 ,51
"Manoj maddheshiya,Manoj Kumar Sahoo,Saumil s.,Jean-Louis M.,Mahesh,syed azhar abbas,prabakaran,Sidhu",B09HQSV46W,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions"," ₹29,999 ","32,840"
"Amazon Customer,Rahul Bansode,Anuj Jain,Tummala subhakara rao,Vishal Magadum,Rajesh Shetty,Purva,Deep shikha",B08TZD7FQN,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls", ₹599 ,708
"Mahesh Janardhanan,Prakash,Mohammed Amer,Master Mohammad Farook,Soumyak Bhowmik,Govindan,Mr. Jamir,Anand Kumar",B0B21XL94T,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions"," ₹34,990 ","1,657"
"Mohd Arshad,Yogesh Maini,YOGESH,Devaraj V,Sasikumar,Ankeet,Hemanta Das,satinder singh",B09PTT8DZF,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables, ₹670 ,523
Pranav,B0B94JPY2N,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables, ₹999 ,
"Raj Mohammed,Samson,Haroon sayeed,P Imran Khan,Manohar P,SRF Prashant,Akash Sharma,Sumesh",B0B3XXSB1K,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions"," ₹79,990 ","1,376"
"Rajni Gupta,Lakshmipati Hari,Sriranga Pudupakkam,radha krishnan,Nandan,Dr Laksheswar Bora,Laxmi Narayan,KONGA VIJAYA NAGARAJU",B08RZ12GKR,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls", ₹499 ,121
"Placeholder,श्रीPKजी,Gauri salkar,aQeel,Ashish Raj Arora,Ankit,Amazon Customer,Ramamoorthy Jaykumar",B0B4T8RSJ1,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables, ₹800 ,"1,075"
"Logaraj m,KIRAN KUMAR GUDLA,Sandeep Kumar,Jaydeep Shah,Nagendra,Sumit pandey,Harsh Bhatia,Sivakrishna",B0B7B9V9QP,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions"," ₹35,000 ","1,001"
"Shilpa M,Akash,Aman.MD,Manoj Yadav,Ashutosh,Patel,Saikrushna Dyaga,Amazon Customer",B08XXVXP3J,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables, ₹999 ,112
"Sandip Shingrakhia,Abhishek Gagan,dasprathap,Pradeep,DrChirag Rajpara,Atanu Sarkar,Puja Das,Shankar",B06XGWRKYT,"Electronics|HomeTheater,TV&Video|Televisions|StandardTelevisions"," ₹15,999 ","3,022"
"Gaurab Chakraborty,Pratik Patel,Rahul sharma,SEKAR,Nilesh Madhani,Saurabh Dongre,s s.,Sumit jogade",B07CWDX49D,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables," ₹1,600 ","5,451"
"Harish Thirunahari,Gajanan Hirde,Tomi breeze,vasudha,Sowmya,Arpit Narula,NAVDEEP GUPTA,Vikram singh",B09TY4MSH3,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls"," ₹2,499 ",73
"saatwik,Mubashir,Arup Datta,Amrut S,Kindle Customer,Rasheed,Amazon Customer,Akash Pradeep",B07RY2X9MP,"Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables"," ₹1,500 ","1,029"
"yash,Amazon Customer,Nagababu,Krunal Patel,Omi Mayekar,Irfan Hussain,Arif,harshit",B0B2C5MJN6,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions"," ₹54,990 ","1,555"
"Jitu,Shan Raj,Brajmohan Gaur,shiv,shameer,Debasish nayak,9618259608,Lazy Lion Ankur",B0BBMGLQDW,"Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables"," ₹1,999 ",47
"SOURAV DAS,GISHU,Bikkee Bakchi,David Gomes,prasanth,CK,Akhilesh Singh,Khushi",B01LONQBDG,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables, ₹899 ,"14,896"
"Abhijit Mukherjee,Swetha vijay,Soumya,Srinath,Sarvesh Yadav,ashish kumar,ZOIC HEALTHCARE,Amazon Customer",B08XXF5V6G,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions"," ₹50,999 ","1,712"
"Princey,Subodh Gupta,Amazon Customer,Ram Sarikh,A R,SUMEDH RANVIR,ankit dalal,Subramanyam",B09HK9JH4F,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls", ₹399 ,"1,335"
"Kalyan Matamarugu,Amazon Customer,Saju,Digbijoy Dutta,Amazon Customer,Amazon Customer,praneeth,Shareef ali",B09MMD1FDN,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls", ₹699 ,214
"Geeta,Amazon Customer,Melwin D'mello,Aneesh Kambhampati,Placeholder,Alekhya,Amazon Customer,Naveen Kumar D J",B09HN7LD5L,"Electronics|HomeTheater,TV&Video|Accessories|TVMounts,Stands&Turntables|TVWall&CeilingMounts"," ₹4,500 ",184
"Chandrabose C,parveen,Sid,*",B0BNDD9TN6,"Electronics|HomeTheater,TV&Video|Projectors"," ₹28,900 ",7
"Love,Jaidev singh fojdar,Harikrishna,Bosepandiyan B,Meena,Ankit,Shailesh Singh,Vivek B P",B0941392C8,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables, ₹449 ,41
"Yashpreet Singh,Abiram,Aakaash Ramchandani,Amit katoch,Avijit Basak,Anirban B.,Dass,Gopalakrishnan",B01M5967SY,"Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables", ₹999 ,"12,153"
"Bapuni,RAJESH SINGH,venkatesh,Rahim R,Sudheer,Neethu Akhil,Ganesh",B016MDK4F4,"Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables", ₹499 ,25
"Shivakumar,Bijoy Debnath,Pallav Pathak,Ritesh nishad,DHANPAL H.,Jash shah,pabindersingh,Pritam paul",B08G43CCLC,Computers&Accessories|NetworkingDevices|NetworkAdapters|WirelessUSBAdapters, ₹999 ,163
"Suvaraj d.,Rai Sahib,Kindle Customer,Vijay kumar sahu,AKSHAY RAJ,Akshay Gupta,Ajit kumar,Santosh",B0B61GCHC1,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables, ₹999 ,87
"Willgo Green,chittibabu,Deepak dhummansure,Amazon Customer,PRAVEEN.R,Industrial Infra Tech,Aadi,Viswa",B07RX14W1Q,"Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables", ₹900 ,"2,165"
"Mahesh savale,Sameer Mandal,Sree ram vasanthada,Pulak ray,Abhishek Chauhan,Bsharat Ali,vipin gupta,Bunty s",B09PLD9TCD,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions"," ₹42,999 ","1,510"
"Pranjal,MAHAVIR,Aiyappa Nayaka,Bharat gupta,Satyendra Kumar Gupta,sumit,Priyankasingh,Sreekumar.P.S",B0B8ZKWGKD,"Electronics|HomeTheater,TV&Video|Accessories|TVMounts,Stands&Turntables|TVWall&CeilingMounts"," ₹1,052 ",106
"Ajay Kumar,Chetan prakash,Nitin Wadhwa,BHARAT PARMAR,Mohammed H.,Adesh Kumar,R Sorout,SNRAO",B09NNJ9WYM,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions"," ₹19,990 ",129
"Sparrsh Sharrma,Pradeep,Sandeep Sharma,N. S.,Amazon Customer,monika,Kritika G.,Atul kumar",B08H5L8V1L,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables," ₹1,099 ","3,049"
"Manoj maddheshiya,Manoj Kumar Sahoo,Saumil s.,Jean-Louis M.,Mahesh,syed azhar abbas,prabakaran,Sidhu",B0B8CXTTG3,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions"," ₹25,999 ","32,840"
"Aakaash Ramchandani,ashok g.,Keyur suthar,Harshal Balasaheb Bhise,Anand Srivastava,Deepak S,customer,mahantesh",B09HCH3JZG,"Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables"," ₹1,899 ",390
"Wasim Mulla,PrItHvI KrIsH,Chandra Shekar N S,Devi sree Prasad,mrudula,vijay k.,Sanjeeta,Anu",B097JVLW3L,"Electronics|HomeTheater,TV&Video|Accessories|3DGlasses"," ₹3,500 ",621
"jegadheesan,Ajay Kumar Balusu,Jyothis,Harkaran Singh,Rohit Verma,rohit bibwe,9436168244,Amazon Customer",B09SB6SJB4,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables, ₹599 ,265
"Uzair Drabu,Ravindra Sistu,Pranav Dhumal,Amresh singh,Palash Gandhi,Verified Customer,Anudeepika Ankam,karan",B08NW8GHCJ,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables, ₹999 ,838
"Hemal Jani,NITIN BHATTI,madhu,Arnab Kar,Daniel Charles,Ajit parida,Annaveni Jyothi,Mohit Gouda",B09YHLPQYT,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls", ₹600 ,143
"Baiju.MS,Preetirawat,Ajit,Ramakant Bairagi,Amazon Customer,Wilson Joseph Nadar,Amazon Customer,channappa Balehosur",B08G1RW2Q3,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables, ₹799 ,151
"BRG Goud,Vignesh,Venkureddy remala,Sacchidanand Pant,Sivani,JOHNSON KACHHAP,Misha,Sandy",B08YXJJW8H,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls", ₹399 ,200
"Manikantan V,Murali Subramanian,Amazon Customer,MANJUNATHAN A,PRABUDDHA BHATTACHARYA,highly critical,Amazon Customer,Fabs",B09P8M18QM,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls"," ₹2,999 ",227
"MATHEW JOSE,Ks,KARTHIK,Kr Vijay Vir Singh,Ajay kumar maurya,Gaurav Thakur,SBV,Kapil",B08BG4M4N7,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls", ₹499 ,538
"Naveen..navee,Tenzing Nawang,Anu,Harie,dena,Anant Rao Kandikuppa,Ajinkya Hingne,Santosh Kumar Gupta",B07VJ9ZTXS,"Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables", ₹599 ,171
"MUNIYANDI. D,Rathod Ganesh.,Pankaj,Arulkumar M,S Anil Babu,srinivassan,Recardo,Suresh waghmare",B084872DQY,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions"," ₹14,999 ","27,508"
"Partha S.,Arvind,Blueraytech,Syed Umar farooq,pritam,Hriday Gohel,Gulab Yadav,Nitin Jena",B00GGGOYEU,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables, ₹699 ,"1,454"
"ESAMPALLI ANUDEEP,Pooja Purohit,GAURAV SINGH,Rajiv Abhyankar,THIRU,Akshay rajendra kothawade,KB raju,Venudevishetti",B08FD2VSD9,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions"," ₹51,990 ","2,951"
Abdul Gafur,B0BQRJ3C47,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables, ₹999 ,
"Rashmi,Raghvendra,Hari Prasad P,Vishnu singh,Tarun Kumar Sharma,Dharmendra,K j suresh,Mahore.lakhan",B095JPKPH3,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions"," ₹69,999 ","6,753"
"Shankar Raman,Johnnie Sinclair",B087JWLZ2K,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions"," ₹50,000 ","3,518"
"Mahesh savale,Sameer Mandal,Sree ram vasanthada,Pulak ray,Abhishek Chauhan,Bsharat Ali,vipin gupta,Bunty s",B09DSXK8JX,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions"," ₹19,499 ","1,510"
"Uzair Drabu,Ravindra Sistu,Pranav Dhumal,Amresh singh,Palash Gandhi,Verified Customer,Anudeepika Ankam,karan",B08V9C4B1J,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables, ₹999 ,838
"Sony Soniyal,Anshul Gupta,Ajit paragond,s.neelakandan,Amazon Customer,Sourish Saha,Amareswara rao,Sandeep chauhan",B08PKBMJKS,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls", ₹499 ,136
"Amazon Customer,Chhaya Singh,Ankit bisen,Amazon Customer,Rajesh Raj,Krishna upadhyay,Ajay p.,lusang k",B0B8VQ7KDS,"Electronics|HomeTheater,TV&Video|SatelliteEquipment|SatelliteReceivers"," ₹2,499 ",301
"Mohammed Auquib Hussain A,Yashwantrao chavan,jesna j.,Saurabh jaybhaye,Yash Patodi,Maaz Shaikh,Amazon Customer,Suraj S.",B086JTMRYL,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables," ₹1,899 ","19,763"
"Amazon Customer,Rampratap singh,Arjun vaidya,Apurav,MAHESH KANCHARANA,Val Coutinho,Pravin Bhati,Nalla srinivas Reddy",B09RWQ7YR6,"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions"," ₹69,999 ","21,252"
"Manoj S.,Placeholder,Vanchinathan G,Vicky dhruw,Gandham gopi,harmeet,LAKSHMIREDDY P,Ajinkya Pathak",B00OFM6PEO,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables, ₹799 ,"1,902"
"venkatesh kg,Raghuram,YOGESH,Manan Parmar,Nikunj .R. kukadiya,Shivansh Sharma,KAPIL NIMKER,Suriya",B0BF57RN3K,Electronics|WearableTechnology|SmartWatches," ₹19,999 ","13,937"
"yogita ratre,Arun k.,Amol Basutkar,janarthanan,Naman,keshav Chelmeti,Hritik jain,Jatin Shah",B0B3RRWSF6,Electronics|WearableTechnology|SmartWatches," ₹9,999 ","27,696"
"AV,Mathan kumar,Amol Manjrekar,Suraj_nirmalkar,ASIF ANSARI,Jugalkishor yadav,Chinmayee Ninawe,Samba Shiva",B0B5B6PQCT,Electronics|WearableTechnology|SmartWatches," ₹7,990 ","17,831"
"Mahesh Paryani,Tejas Panchal,SUBHASH,Kushagra Saxena,Masthan,Dipak Sutrdhar,Nitin,pushkraj_4_ever",B08HV83HL3,Electronics|Mobiles&Accessories|MobileAccessories|Chargers|PowerBanks," ₹2,199 ","1,78,912"
"Vaishnavi,Rahul meja,Talo Mosuom,Subodh kumar,Sayan Bhowmick,Mayank Singh Solanki,Nagendran,Kiran Garud",B0BBN4DZBD,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones," ₹8,999 ","7,807"
"ASR,Amazon user,Rama Rao,Vinay,ANIKET,NAGA SHANKAR.K,pawan k.,Ravi",B0B3CPQ5PF,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones," ₹28,999 ","17,415"
"ASR,Amazon user,Rama Rao,Vinay,ANIKET,NAGA SHANKAR.K,pawan k.,Ravi",B0B3CQBRB4,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones," ₹28,999 ","17,415"
"Vaishnavi,Rahul meja,Talo Mosuom,Subodh kumar,Sayan Bhowmick,Mayank Singh Solanki,Nagendran,Kiran Garud",B0BBN56J5H,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones," ₹8,999 ","7,807"
"Vaishnavi,Rahul meja,Talo Mosuom,Subodh kumar,Sayan Bhowmick,Mayank Singh Solanki,Nagendran,Kiran Garud",B0BBN3WF7V,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones," ₹8,999 ","7,807"
"Prashant,Sumesh Sundararajan,Vijay Baitha,S.k nahak,Vikram Kumar,Manish,Jm,amit nayak",B0BDRVFDKP,Electronics|Accessories|MemoryCards|MicroSD," ₹1,000 ","67,259"
"Sumit Nath,Aneesh Mohan,Yogesh Badekar,Manisha,Nishtha Goel,Sanjay,RAJINDER SINGH,Priyanka Chowdhury",B0B5LVS732,Electronics|WearableTechnology|SmartWatches," ₹4,999 ","10,689"
"virender malhotra,Vikas kabra,Das,Naveen,Amazon Customer,Adv. Manish kotwani,Vinod Jadhao,Priti tijare",B09V2Q4QVQ,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|BasicMobiles," ₹1,599 ","1,28,311"
"Prasad Pavithran,Mahesh Chandra K M,Pannalal singroli,vinod thonti,Mayank Dunkwal,swarn,Rekha H gohil,Vaibhav Sharma",B09V12K8NT,Electronics|WearableTechnology|SmartWatches," ₹6,990 ","21,796"
"Sunny J.,Praveen Pavitrhran,nitesh,Yadav,vansh gurjar,Krishna,Pantiphun Gonmei,Santosh Panhale",B01DEWVZ2C,"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear", ₹999 ,"1,92,590"
"Vishnu VP,P S Agarwal,Rajesh Kumar,RAMA,Vaibhav saxena,Venu Singani,V Arumugaperumal,HariBol ❤",B0BMGB3CH9,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones," ₹11,999 ",284
"Suleman saifi,Nidhin Nair,RAHUL MEHRA,Uroosa sayed,Asish sahu,Ayush T.,yamuna y,Basavaraj",B08D77XZX5,"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear"," ₹2,499 ","58,162"
"Mahantesh,Gaurav Chaubey,uma vijay,Asif ikbal,Lomish Kumar,Kavya Singh,Sagar Mahata,Meherunnesha Sarkar",B09XB8GFBQ,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones," ₹11,999 ","12,796"
"Rakesh Roshan,Kani,Amazon Customer,Amazon Customer,Cheekoti Rameshwara murthy,MBS GOLD JEWELLERS,Durvesh Sawant,Wilson Rodrigues",B07WG8PDCW,Electronics|Mobiles&Accessories|MobileAccessories|Chargers|AutomobileChargers," ₹1,299 ","14,282"
"tarun kumar,mahesh radheshyam tawari,Blackspade,Manoj Kumar,Kartik Sharma,Placeholder,Arun,Yuvashree",B07GPXXNNG,"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear", ₹999 ,"3,63,713"
"Prashant,Sumesh Sundararajan,Vijay Baitha,S.k nahak,Vikram Kumar,Manish,Jm,amit nayak",B0BDYVC5TD,Electronics|Accessories|MemoryCards|MicroSD," ₹1,800 ","67,259"
"Vishnu VP,P S Agarwal,Rajesh Kumar,RAMA,Vaibhav saxena,Venu Singani,V Arumugaperumal,HariBol ❤",B0BMGB2TPR,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones," ₹11,999 ",284
"Topchi,Laiju,Taral,R.vijay kumar,Madhurima Dutta,Amazon Customer,DEVENDER,Abhishek Nigam",B08MC57J31,Electronics|Mobiles&Accessories|MobileAccessories|Chargers|PowerBanks," ₹2,499 ","15,970"
"Mahesh Paryani,Tejas Panchal,SUBHASH,Kushagra Saxena,Masthan,Dipak Sutrdhar,Nitin,pushkraj_4_ever",B08HVL8QN3,Electronics|Mobiles&Accessories|MobileAccessories|Chargers|PowerBanks," ₹2,199 ","1,78,912"
"Debanshu Saha,Dhineshkumar,Amazon Customer,Amazon Customer,Raghu,Ramesh Boratkar,Varsha Diwakar,sangram singh",B0746JGVDS,Electronics|Mobiles&Accessories|MobileAccessories|AutomobileAccessories|Cradles, ₹999 ,"46,399"
"Harsh Saxena,Rishi Kashyap,AJAY,Amazon customer,abhishek,Devi Guru Prasad,mahesh madhukar sardeshmukh,Sridhar",B08VFF6JQ8,Electronics|Mobiles&Accessories|MobileAccessories|Chargers|WallChargers," ₹1,699 ","8,891"
"Ranjitha Parida,Shubham Pawar,Arul,Lokesh K V,Nandita Talukdar,Sushma Pradhan,Vaibhav S,Amazon Customer",B09NVPSCQT,Electronics|WearableTechnology|SmartWatches," ₹3,999 ","30,254"
"Rahul Singh Rauthan,Sanjoy C,Prashanthi,Aditya Singh,Satyajit Patale,Owais,Amazon Customer,Himon Roy",B09YV4RG4D,Electronics|WearableTechnology|SmartWatches," ₹7,999 ","22,636"
"Atulya Sinha,SujayZ™️☑️",B09TWHTBKQ,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones," ₹25,999 ","22,318"
"Prashant,Sumesh Sundararajan,Vijay Baitha,S.k nahak,Vikram Kumar,Manish,Jm,amit nayak",B08L5HMJVW,Electronics|Accessories|MemoryCards|MicroSD, ₹700 ,"67,259"
"Satheesh Kadiam,Pritom Chakraborty,Vishwa,Simranpreet Singh,Saptarshi,Amazon Customer,D.RAGHUL,Dharmendra kumar",B0B4F2XCK3,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones," ₹17,999 ","18,998"
"venkatesh kg,Raghuram,YOGESH,Manan Parmar,Nikunj .R. kukadiya,Shivansh Sharma,KAPIL NIMKER,Suriya",B0BF54972T,Electronics|WearableTechnology|SmartWatches," ₹19,999 ","13,937"
"Deepankar G.,Babu Singh Rathore,Liton Das,Biswajit Udayabhanu,Anil p.,Anoop Sharma,Rameshwar Singh Rathore,Palash Santra",B09YV4MW2T,Electronics|WearableTechnology|SmartWatches," ₹9,999 ","29,471"
"Atulya Sinha,SujayZ™️☑️",B09TWH8YHM,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones," ₹24,999 ","22,318"
"Amazon Customer,Soham Dere,Amazon Customer,kumar Raja D,Gopal kumar,Chandra kant,Nijamuddin Kuraisi,Shankar",B07WGMMQGP,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones," ₹20,999 ","21,350"
"venkatesh kg,Raghuram,YOGESH,Manan Parmar,Nikunj .R. kukadiya,Shivansh Sharma,KAPIL NIMKER,Suriya",B0BF563HB4,Electronics|WearableTechnology|SmartWatches," ₹19,999 ","13,937"
"Roshan Renji Cherian,SivavaraprasadPV,Kranthi,A K Bindhani,pravesh,Subrat,Max,JAWAGAR T",B09GFPVD9Y,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones," ₹1,099 ","24,270"
"Roshan Renji Cherian,SivavaraprasadPV,Kranthi,A K Bindhani,pravesh,Subrat,Max,JAWAGAR T",B09GFLXVH9,Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones," ₹10,999 ","3,13,836"
"venkatesh kg,Raghuram,YOGESH,Manan Parmar,Nikunj .R. kukadiya,Shivansh Sharma,KAPIL NIMKER,Suriya",B0BF4YBLPX,Electronics|WearableTechnology|SmartWatches," ₹8,499 ","3,13,836"
